trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint
85458,0:25:00,0:25:00,CHI,1,0,0,1
85458,0:46:00,0:47:00,GLN,2,0,0,1
85458,1:24:00,1:25:00,SVT,3,0,0,1
85458,1:38:00,1:39:00,MKA,4,0,0,1
85458,1:54:00,1:54:00,MKE,5,0,0,1
85513,17:00:00,17:00:00,CHI,1,0,0,1
85513,18:08:00,18:10:00,NBU,2,0,0,1
85513,18:29:00,18:32:00,NLS,3,0,0,1
85513,18:42:00,18:43:00,DOA,4,0,0,1
85513,19:08:00,19:11:00,KAL,5,0,0,1
85513,19:33:00,19:38:00,BTL,6,0,0,1
85513,20:55:00,21:00:00,LNS,7,0,0,1
85513,21:35:00,21:37:00,DRD,8,0,0,1
85513,22:03:00,22:08:00,FLN,9,0,0,1
85513,22:32:00,22:34:00,LPE,10,0,0,1
85513,23:31:00,23:31:00,PTH,11,0,0,1
85514,17:00:00,17:00:00,CHI,1,0,0,1
85514,18:08:00,18:10:00,NBU,2,0,0,1
85514,18:29:00,18:32:00,NLS,3,0,0,1
85514,18:42:00,18:43:00,DOA,4,0,0,1
85514,19:08:00,19:11:00,KAL,5,0,0,1
85514,19:33:00,19:38:00,BTL,6,0,0,1
85514,20:55:00,21:00:00,LNS,7,0,0,1
85514,21:35:00,21:37:00,DRD,8,0,0,1
85514,22:03:00,22:08:00,FLN,9,0,0,1
85514,22:32:00,22:34:00,LPE,10,0,0,1
85514,23:31:00,23:31:00,PTH,11,0,0,1
85517,19:30:00,19:30:00,CHI,1,0,0,1
85517,21:13:00,21:14:00,SJM,2,0,0,1
85517,21:49:00,21:50:00,BAM,3,0,0,1
85517,22:31:00,22:33:00,HOM,4,0,0,1
85517,23:34:00,23:34:00,GRR,5,0,0,1
85663,11:30:00,11:30:00,SEA,1,0,0,1
85663,11:54:00,11:56:00,EDM,2,0,0,1
85663,12:18:00,12:21:00,EVR,3,0,0,1
85663,12:49:00,12:51:00,STW,4,0,0,1
85663,13:02:00,13:04:00,MVW,5,0,0,1
85663,13:34:00,13:37:00,BEL,6,0,0,1
85663,15:30:00,15:30:00,VAC,7,0,0,1
86550,8:15:00,8:15:00,RSV,1,0,1,1
86550,8:55:00,8:55:00,SAC,2,1,0,1
86594,10:15:00,10:15:00,SAC,1,0,1,1
86594,10:30:00,10:30:00,EKG,2,0,1,1
86594,11:15:00,11:15:00,SKN,3,1,0,1
86601,8:30:00,8:30:00,DAV,1,0,0,1
86601,9:15:00,9:15:00,SAC,2,0,0,1
86602,9:40:00,9:40:00,DAV,1,0,0,1
86602,10:05:00,10:15:00,SAC,2,0,0,1
86602,11:05:00,11:05:00,SKT,3,0,0,1
86602,11:15:00,11:15:00,SKN,4,1,0,1
86603,11:45:00,11:45:00,SKN,1,0,0,1
86603,12:10:00,12:10:00,LOD,2,0,0,1
86603,12:50:00,13:00:00,SAC,3,0,0,1
86603,13:20:00,13:20:00,DAV,4,1,0,1
86604,12:05:00,12:05:00,DAV,1,0,0,1
86604,12:40:00,12:50:00,SAC,2,0,0,1
86604,13:30:00,13:30:00,LOD,3,0,0,1
86604,13:55:00,13:55:00,SKT,4,0,0,1
86604,14:05:00,14:05:00,SKN,5,0,0,1
86605,15:45:00,15:45:00,SKN,1,0,1,1
86605,15:55:00,15:55:00,SKT,2,1,0,1
86605,16:20:00,16:20:00,LOD,3,1,0,1
86605,17:05:00,17:15:00,SAC,4,0,0,1
86605,17:35:00,17:35:00,DAV,5,0,0,1
86606,14:20:00,14:20:00,DAV,1,0,1,1
86606,14:55:00,15:05:00,SAC,2,0,0,1
86606,15:20:00,15:20:00,EKG,3,0,1,1
86606,16:00:00,16:00:00,SKT,4,0,0,1
86606,16:10:00,16:10:00,SKN,5,1,0,1
86608,16:05:00,16:05:00,DAV,1,0,0,1
86608,16:40:00,16:50:00,SAC,2,0,0,1
86608,17:30:00,17:30:00,LOD,3,0,0,1
86608,17:55:00,17:55:00,SKT,4,0,0,1
86608,18:10:00,18:10:00,SKN,5,0,0,1
86609,21:45:00,21:45:00,SKN,1,0,1,1
86609,21:55:00,21:55:00,SKT,2,0,0,1
86609,22:20:00,22:20:00,LOD,3,1,0,1
86609,23:05:00,23:15:00,SAC,4,0,0,1
86609,23:35:00,23:35:00,DAV,5,0,0,1
86611,19:15:00,19:15:00,SKT,1,0,0,1
86611,19:25:00,19:25:00,SKN,2,0,0,1
86613,11:45:00,11:45:00,SKN,1,0,0,1
86613,11:55:00,11:55:00,SKT,2,0,0,1
86613,12:20:00,12:20:00,TRA,3,1,0,1
86613,12:50:00,12:50:00,LIV,4,1,0,1
86613,13:00:00,13:00:00,DBP,5,1,0,1
86613,13:15:00,13:15:00,FRT,6,1,0,1
86613,13:50:00,13:50:00,SJC,7,0,0,1
86614,11:45:00,11:45:00,SKN,1,0,0,1
86614,11:55:00,11:55:00,SKT,2,1,0,1
86614,12:20:00,12:20:00,TRA,3,1,0,1
86614,12:50:00,12:50:00,LIV,4,1,0,1
86614,13:00:00,13:00:00,DBP,5,1,0,1
86614,13:15:00,13:15:00,FRT,6,1,0,1
86614,13:50:00,13:50:00,SJC,7,0,0,1
86615,19:45:00,19:45:00,SKN,1,0,0,1
86615,20:10:00,20:10:00,TRA,2,1,0,1
86615,20:40:00,20:40:00,LIV,3,1,0,1
86615,20:50:00,20:50:00,DBP,4,1,0,1
86615,21:05:00,21:05:00,FRT,5,1,0,1
86615,21:35:00,21:35:00,SJC,6,0,0,1
86616,15:25:00,15:25:00,SJC,1,0,0,1
86616,15:50:00,15:50:00,FRT,2,0,1,1
86616,16:10:00,16:10:00,DBP,3,0,1,1
86616,16:25:00,16:25:00,LIV,4,0,1,1
86616,16:50:00,16:50:00,TRA,5,0,1,1
86616,18:05:00,18:05:00,SKN,6,1,0,1
86620,11:30:00,11:30:00,RVM,1,0,0,1
86620,11:50:00,12:00:00,RVR,2,0,0,1
86620,13:30:00,13:30:00,CVS,3,0,0,1
86635,20:15:00,20:15:00,EMY,1,0,0,1
86635,20:45:00,20:45:00,SFC,2,0,0,1
86671,18:00:00,18:00:00,SEA,1,0,0,1
86671,18:45:00,18:45:00,EVR,2,0,0,1
86671,19:30:00,19:30:00,MVW,3,0,0,1
86671,20:15:00,20:15:00,BEL,4,0,0,1
86672,14:15:00,14:15:00,BEL,1,0,0,1
86672,14:45:00,14:45:00,MVW,2,0,0,1
86672,15:30:00,15:30:00,EVR,3,0,0,1
86672,16:30:00,16:30:00,SEA,4,0,0,1
86681,14:00:00,14:00:00,SEA,1,0,0,1
86681,14:45:00,14:45:00,EVR,2,0,0,1
86681,15:30:00,15:30:00,MVW,3,0,0,1
86681,16:15:00,16:15:00,BEL,4,0,0,1
86682,17:15:00,17:15:00,BEL,1,0,0,1
86682,17:45:00,17:45:00,MVW,2,0,0,1
86682,18:30:00,18:30:00,EVR,3,0,0,1
86682,20:00:00,20:00:00,SEA,4,0,0,1
86683,15:05:00,15:05:00,BFD,1,0,0,1
86683,17:15:00,17:15:00,GDL,2,1,0,1
86683,17:35:00,17:35:00,LAX,3,0,0,1
86689,19:05:00,19:05:00,BFD,1,0,0,1
86689,21:15:00,21:15:00,GDL,2,1,0,1
86689,21:35:00,21:35:00,LAX,3,0,0,1
86690,8:00:00,8:00:00,LAX,1,0,0,1
86690,8:15:00,8:15:00,GDL,2,0,1,1
86690,8:30:00,8:30:00,BUR,3,0,1,1
86690,10:55:00,10:55:00,BFD,4,0,0,1
86692,12:15:00,12:15:00,LAX,1,0,0,1
86692,12:35:00,12:35:00,GDL,2,0,1,1
86692,14:55:00,14:55:00,BFD,3,0,0,1
86694,13:55:00,13:55:00,LAX,1,0,0,1
86694,14:15:00,14:15:00,GDL,2,0,1,1
86694,16:55:00,16:55:00,BFD,3,1,0,1
86699,15:05:00,15:05:00,BFD,1,0,0,1
86699,17:35:00,17:35:00,LAX,2,0,0,1
86702,19:05:00,19:05:00,BFD,1,0,1,1
86702,21:35:00,21:35:00,LAX,2,1,0,1
86703,8:10:00,8:10:00,LAX,1,0,0,1
86703,8:55:00,8:55:00,NHL,2,0,1,1
86703,10:55:00,10:55:00,BFD,3,1,0,1
86704,12:25:00,12:25:00,LAX,1,0,0,1
86704,14:55:00,14:55:00,BFD,2,0,0,1
86705,14:05:00,14:05:00,LAX,1,0,0,1
86705,16:55:00,16:55:00,BFD,2,0,0,1
86707,10:00:00,10:00:00,FNO,1,0,1,1
86707,10:50:00,10:50:00,HNF,2,0,0,1
86707,12:30:00,12:35:00,BFD,3,0,0,1
86707,14:45:00,14:45:00,LAX,4,1,0,1
86708,22:15:00,22:15:00,LAX,1,0,0,1
86708,24:30:00,24:35:00,BFD,2,0,0,1
86708,26:10:00,26:10:00,HNF,3,1,0,1
86708,26:59:00,26:59:00,FNO,4,0,0,1
86716,11:00:00,11:00:00,WPS,1,0,0,1
86716,11:24:00,11:24:00,WIP,2,0,0,1
86717,17:00:00,17:00:00,WPS,1,0,0,1
86717,17:24:00,17:24:00,WIP,2,0,0,1
86722,19:00:00,19:00:00,LNS,1,0,0,1
86722,19:40:00,19:40:00,JXN,2,0,1,1
86722,20:25:00,20:25:00,ARB,3,0,1,1
86722,21:10:00,21:10:00,DER,4,0,1,1
86722,21:30:00,21:30:00,DET,5,0,1,1
86722,22:35:00,22:35:00,TOL,6,0,0,1
86725,6:30:00,6:30:00,TOL,1,0,0,1
86725,7:35:00,7:35:00,DET,2,1,0,1
86725,7:50:00,7:50:00,DER,3,1,0,1
86725,8:40:00,8:40:00,ARB,4,1,0,1
86725,9:25:00,9:25:00,JXN,5,1,0,1
86725,10:05:00,10:05:00,LNS,6,0,0,1
86867,18:24:00,18:24:00,WIP,1,0,0,1
86867,18:41:00,18:41:00,WPS,2,0,0,1
86925,13:15:00,13:15:00,EMY,1,0,1,1
86925,13:45:00,13:45:00,SFC,2,1,0,1
86929,17:20:00,17:20:00,EMY,1,0,1,1
86929,17:50:00,17:50:00,SFC,2,1,0,1
86930,14:00:00,14:00:00,SFC,1,0,0,1
86930,14:30:00,14:30:00,EMY,2,0,0,1
86931,21:25:00,21:25:00,EMY,1,0,1,1
86931,21:55:00,21:55:00,SFC,2,1,0,1
86932,15:50:00,15:50:00,SFC,1,0,0,1
86932,16:20:00,16:20:00,EMY,2,0,0,1
86933,23:20:00,23:20:00,EMY,1,0,1,1
86933,23:50:00,23:50:00,SFC,2,1,0,1
86934,1:20:00,1:20:00,EMY,1,0,1,1
86934,1:45:00,1:45:00,SFC,2,1,0,1
87779,22:00:00,22:00:00,PXN,1,0,0,1
87779,22:30:00,22:30:00,PHA,2,0,1,1
87779,22:45:00,22:45:00,TEM,3,0,1,1
87779,23:30:00,23:30:00,MRC,4,0,0,1
87877,0:15:00,0:15:00,MRC,1,0,0,1
87877,1:00:00,1:00:00,TEM,2,1,0,1
87877,1:15:00,1:15:00,PHA,3,1,0,1
87877,1:45:00,1:45:00,PXN,4,0,0,1
88152,12:40:00,12:40:00,WAS,1,0,0,1
88152,12:50:00,12:50:00,NCR,2,0,0,1
88152,12:58:00,12:58:00,BWE,3,0,0,1
88152,13:04:00,13:04:00,OTN,4,0,0,1
88152,13:15:00,13:15:00,BWI,5,0,0,1
88152,13:20:00,13:20:00,HAE,6,0,0,1
88152,13:27:00,13:27:00,WBL,7,0,0,1
88152,13:40:00,13:40:00,BAL,8,0,0,1
88157,15:30:00,15:30:00,WAS,1,0,0,1
88157,15:41:00,15:41:00,NCR,2,0,0,1
88157,15:49:00,15:49:00,BWE,3,0,0,1
88157,15:55:00,15:55:00,OTN,4,0,0,1
88157,16:03:00,16:03:00,BWI,5,0,0,1
88157,16:09:00,16:09:00,HAE,6,0,0,1
88157,16:15:00,16:15:00,WBL,7,0,0,1
88157,16:35:00,16:35:00,BAL,8,0,0,1
88161,17:30:00,17:30:00,BAL,1,0,0,1
88161,17:36:00,17:36:00,WBL,2,0,0,1
88161,17:40:00,17:40:00,HAE,3,0,0,1
88161,17:45:00,17:45:00,BWI,4,0,0,1
88161,17:54:00,17:54:00,OTN,5,0,0,1
88161,18:00:00,18:00:00,BWE,6,0,0,1
88161,18:08:00,18:08:00,NCR,7,0,0,1
88161,18:30:00,18:30:00,WAS,8,0,0,1
88196,17:20:00,17:20:00,WAS,1,0,0,1
88196,17:44:00,17:44:00,BWI,2,0,0,1
88196,17:54:00,17:54:00,HAE,3,0,0,1
88196,18:03:00,18:03:00,WBL,4,0,0,1
88196,18:07:00,18:12:00,BAL,5,0,0,1
88196,18:23:00,18:23:00,MSA,6,0,0,1
88196,18:34:00,18:34:00,EDG,7,1,0,1
88196,18:49:00,18:49:00,ABE,8,1,0,1
88196,19:02:00,19:02:00,PRV,9,0,0,1
88217,3:00:00,3:00:00,BAL,1,0,0,1
88217,3:35:00,3:35:00,PRV,2,0,0,1
88232,19:20:00,19:20:00,PRV,1,0,0,1
88232,19:24:00,19:24:00,ABE,2,0,0,1
88232,19:40:00,19:40:00,MSA,3,0,0,1
88232,19:50:00,19:50:00,BAL,4,0,0,1
88233,20:25:00,20:25:00,PRV,1,0,0,1
88233,20:55:00,20:55:00,BAL,2,0,0,1
88234,23:25:00,23:25:00,PRV,1,0,0,1
88234,23:55:00,23:55:00,BAL,2,0,0,1
88256,17:02:00,17:02:00,NHV,1,0,0,1
88256,17:16:00,17:16:00,BNF,2,0,0,1
88256,17:23:00,17:23:00,GUI,3,0,0,1
88256,17:29:00,17:29:00,MDS,4,0,0,1
88256,17:34:00,17:34:00,CLN,5,0,0,1
88256,17:39:00,17:39:00,WSB,6,0,0,1
88256,17:47:00,17:47:00,OSB,7,0,0,1
88263,4:40:00,4:40:00,MSA,1,1,0,1
88263,5:05:00,5:05:00,PRV,2,0,0,1
88264,5:40:00,5:40:00,MSA,1,1,0,1
88264,6:05:00,6:05:00,PRV,2,0,0,1
88269,14:46:00,14:46:00,MSA,1,0,0,1
88269,15:51:00,15:51:00,WAS,2,0,0,1
88272,10:45:00,10:45:00,MSA,1,0,0,1
88272,11:04:00,11:05:00,BAL,2,0,0,1
88272,11:11:00,11:11:00,WBL,3,0,0,1
88272,11:15:00,11:15:00,HAE,4,0,0,1
88272,11:20:00,11:20:00,BWI,5,0,0,1
88272,11:29:00,11:29:00,OTN,6,0,0,1
88272,11:35:00,11:35:00,BWE,7,0,0,1
88272,11:46:00,11:46:00,NCR,8,1,0,1
88272,12:05:00,12:05:00,WAS,9,0,0,1
88293,8:10:00,8:10:00,WOR,1,0,0,1
88293,9:05:00,9:05:00,PVD,2,0,0,1
88294,8:30:00,8:30:00,WOR,1,0,0,1
88294,9:25:00,9:25:00,PVD,2,0,0,1
88295,10:45:00,10:45:00,PVD,1,0,0,1
88295,11:40:00,11:40:00,WOR,2,0,0,1
88296,9:45:00,9:45:00,PVD,1,0,0,1
88296,10:40:00,10:40:00,WOR,2,0,0,1
88297,13:00:00,13:00:00,WOR,1,0,0,1
88297,13:55:00,13:55:00,PVD,2,0,0,1
88298,13:20:00,13:20:00,WOR,1,0,0,1
88298,14:15:00,14:15:00,PVD,2,0,0,1
88299,15:20:00,15:20:00,PVD,1,0,0,1
88299,16:15:00,16:15:00,WOR,2,0,0,1
88300,14:50:00,14:50:00,PVD,1,0,0,1
88300,15:45:00,15:45:00,WOR,2,0,0,1
88301,14:40:00,14:40:00,PVD,1,0,0,1
88301,15:35:00,15:35:00,WOR,2,0,0,1
88302,16:45:00,16:45:00,WOR,1,0,0,1
88302,17:40:00,17:40:00,PVD,2,0,0,1
88303,16:00:00,16:00:00,WOR,1,0,0,1
88303,16:55:00,16:55:00,PVD,2,0,0,1
88304,16:50:00,16:50:00,WOR,1,0,0,1
88304,17:45:00,17:45:00,PVD,2,0,0,1
88305,18:20:00,18:20:00,PVD,1,0,0,1
88305,19:15:00,19:15:00,WOR,2,0,0,1
88306,18:05:00,18:05:00,PVD,1,0,0,1
88306,19:00:00,19:00:00,WOR,2,0,0,1
88367,21:00:00,21:00:00,SKT,1,0,0,1
88367,21:10:00,21:10:00,SKN,2,0,0,1
89146,14:45:00,14:45:00,CIC,1,0,1,1
89146,15:10:00,15:10:00,ORV,2,0,0,1
89146,15:45:00,15:45:00,MRV,3,0,0,1
89146,16:50:00,17:05:00,SAC,4,0,0,1
89146,17:20:00,17:20:00,EKG,5,0,0,1
89146,18:10:00,18:10:00,SKN,6,1,0,1
89148,18:35:00,18:35:00,CIC,1,0,1,1
89148,19:00:00,19:00:00,ORV,2,0,0,1
89148,19:35:00,19:35:00,MRV,3,0,0,1
89148,20:50:00,21:05:00,SAC,4,0,0,1
89148,21:20:00,21:20:00,EKG,5,0,0,1
89148,22:10:00,22:10:00,SKN,6,1,0,1
89149,15:05:00,15:05:00,CIC,1,0,0,1
89149,16:05:00,16:05:00,RBF,2,0,0,1
89149,16:40:00,16:40:00,RDR,3,0,0,1
89150,19:30:00,19:30:00,CIC,1,0,0,1
89150,20:30:00,20:30:00,RBF,2,0,0,1
89150,21:05:00,21:05:00,RDR,3,0,0,1
89151,13:00:00,13:00:00,RDR,1,0,0,1
89151,13:35:00,13:35:00,RBF,2,0,0,1
89151,14:35:00,14:35:00,CIC,3,0,0,1
89152,16:50:00,16:50:00,RDR,1,0,0,1
89152,17:25:00,17:25:00,RBF,2,0,0,1
89152,18:25:00,18:25:00,CIC,3,0,0,1
89610,10:45:00,10:45:00,CIC,1,0,0,1
89610,11:10:00,11:10:00,ORV,2,0,1,1
89610,11:45:00,11:45:00,MRV,3,0,1,1
89610,12:50:00,13:05:00,SAC,4,0,0,1
89610,13:20:00,13:20:00,EKG,5,0,1,1
89610,14:05:00,14:05:00,SKN,6,1,0,1
89947,8:30:00,8:30:00,MSA,1,0,1,1
89947,8:52:00,8:55:00,BAL,2,0,0,1
89947,9:02:00,9:02:00,WBL,3,0,0,1
89947,9:08:00,9:08:00,HAE,4,0,0,1
89947,9:15:00,9:15:00,BWI,5,0,0,1
89947,9:22:00,9:22:00,OTN,6,0,0,1
89947,9:28:00,9:28:00,BWE,7,0,0,1
89947,9:36:00,9:36:00,NCR,8,1,0,1
89947,9:55:00,9:55:00,WAS,9,0,0,1
89951,10:30:00,10:30:00,MSA,1,0,0,1
89951,10:52:00,11:00:00,BAL,2,0,0,1
89951,11:07:00,11:07:00,WBL,3,0,0,1
89951,11:13:00,11:13:00,HAE,4,0,0,1
89951,11:20:00,11:20:00,BWI,5,0,0,1
89951,11:27:00,11:27:00,OTN,6,0,0,1
89951,11:33:00,11:33:00,BWE,7,0,0,1
89951,11:51:00,11:51:00,NCR,8,1,0,1
89951,12:02:00,12:02:00,WAS,9,0,0,1
103146,22:45:00,22:45:00,MTZ,1,0,0,1
103146,23:10:00,23:10:00,VAL,2,0,0,1
103146,23:55:00,23:55:00,PTC,3,0,0,1
103146,24:10:00,24:10:00,RPC,4,0,0,1
103146,24:25:00,24:25:00,SRC,5,0,0,1
103403,6:00:00,6:00:00,GRR,1,0,0,1
103403,6:47:00,6:49:00,HOM,2,0,0,1
103403,7:31:00,7:32:00,BAM,3,0,0,1
103403,8:09:00,8:10:00,SJM,4,0,0,1
103403,10:08:00,10:08:00,CHI,5,0,0,1
103629,7:10:00,7:10:00,CHI,1,0,0,1
103629,7:31:00,7:32:00,GLN,2,0,0,1
103629,8:09:00,8:10:00,SVT,3,0,0,1
103629,8:23:00,8:24:00,MKA,4,0,0,1
103629,8:39:00,8:39:00,MKE,5,0,0,1
103928,13:15:00,13:15:00,SRC,1,0,0,1
103928,13:30:00,13:30:00,RPC,2,0,0,1
103928,13:45:00,13:45:00,PTC,3,0,0,1
103928,14:30:00,14:30:00,VAL,4,0,0,1
103928,15:00:00,15:00:00,MTZ,5,0,0,1
104048,17:05:00,17:05:00,BFD,1,0,1,1
104048,19:15:00,19:15:00,GDL,2,1,0,1
104048,19:35:00,19:35:00,LAX,3,0,0,1
104051,17:05:00,17:05:00,BFD,1,0,0,1
104051,19:35:00,19:35:00,LAX,2,0,0,1
104119,9:10:00,9:10:00,SJC,1,0,1,1
104119,9:45:00,9:45:00,FRT,2,0,1,1
104119,10:05:00,10:05:00,DBP,3,0,1,1
104119,10:20:00,10:20:00,LIV,4,0,1,1
104119,10:45:00,10:45:00,TRA,5,0,1,1
104119,11:25:00,11:25:00,SKN,6,1,0,1
104130,10:00:00,10:00:00,SFC,1,0,0,1
104130,10:30:00,10:30:00,EMY,2,0,0,1
106120,9:05:00,9:05:00,MKE,1,0,0,1
106120,9:14:00,9:15:00,MKA,2,0,0,1
106120,9:27:00,9:28:00,SVT,3,0,0,1
106120,10:05:00,10:06:00,GLN,4,0,0,1
106120,10:34:00,10:34:00,CHI,5,0,0,1
106314,18:50:00,18:50:00,CHI,1,0,0,1
106314,20:02:00,20:04:00,NBU,2,0,0,1
106314,20:23:00,20:24:00,NLS,3,0,0,1
106314,20:56:00,20:58:00,KAL,4,0,0,1
106314,21:29:00,21:35:00,BTL,5,0,0,1
106314,22:03:00,22:03:00,ALI,6,0,0,1
106314,22:26:00,22:28:00,JXN,7,0,0,1
106314,23:04:00,23:08:00,ARB,8,0,0,1
106314,23:37:00,23:37:00,DER,9,0,0,1
106314,24:10:00,24:10:00,DET,10,0,0,1
106314,24:34:00,24:34:00,ROY,11,0,0,1
106314,24:41:00,24:42:00,TRM,12,0,0,1
106314,25:01:00,25:01:00,PNT,13,0,0,1
106315,18:50:00,18:50:00,CHI,1,0,0,1
106315,20:02:00,20:04:00,NBU,2,0,0,1
106315,20:23:00,20:24:00,NLS,3,0,0,1
106315,20:56:00,20:58:00,KAL,4,0,0,1
106315,21:29:00,21:35:00,BTL,5,0,0,1
106315,22:03:00,22:03:00,ALI,6,0,0,1
106315,22:26:00,22:28:00,JXN,7,0,0,1
106315,23:04:00,23:08:00,ARB,8,0,0,1
106315,23:37:00,23:37:00,DER,9,0,0,1
106315,24:10:00,24:10:00,DET,10,0,0,1
106315,24:34:00,24:34:00,ROY,11,0,0,1
106315,24:41:00,24:42:00,TRM,12,0,0,1
106315,25:01:00,25:01:00,PNT,13,0,0,1
107563,7:10:00,7:10:00,JAX,1,0,0,1
107563,8:20:00,8:20:00,WDO,2,0,0,1
107563,8:50:00,8:50:00,GNF,3,0,0,1
107563,9:50:00,9:50:00,OCA,4,0,0,1
107563,10:35:00,10:35:00,TVF,5,0,0,1
107563,11:05:00,11:05:00,WWD,6,0,0,1
107563,12:05:00,12:05:00,DDE,7,0,0,1
107563,13:00:00,13:00:00,LKL,8,0,0,1
110796,16:00:00,16:00:00,LKL,1,0,1,1
110796,16:50:00,16:50:00,DDE,2,0,0,1
110796,17:45:00,17:45:00,WWD,3,0,0,1
110796,18:30:00,18:30:00,TVF,4,0,0,1
110796,19:10:00,19:10:00,OCA,5,0,0,1
110796,20:00:00,20:00:00,GNF,6,0,0,1
110796,20:40:00,20:40:00,WDO,7,0,0,1
110796,21:50:00,21:50:00,JAX,8,0,0,1
111073,19:45:00,19:45:00,SKN,1,0,1,1
111073,19:55:00,19:55:00,SKT,2,0,0,1
111073,20:20:00,20:20:00,LOD,3,1,0,1
111073,21:05:00,21:15:00,SAC,4,0,0,1
111073,21:35:00,21:35:00,DAV,5,0,0,1
111077,23:45:00,23:45:00,SKN,1,0,0,1
111077,23:55:00,23:55:00,SKT,2,1,0,1
111077,24:45:00,24:45:00,EKG,3,1,0,1
111077,25:00:00,25:00:00,SCS,4,1,0,1
111077,25:10:00,25:20:00,SAC,5,1,0,1
111077,25:40:00,25:40:00,DAV,6,0,0,1
111650,12:00:00,12:00:00,MKE,1,0,0,1
111650,12:09:00,12:10:00,MKA,2,0,0,1
111650,12:22:00,12:23:00,SVT,3,0,0,1
111650,13:00:00,13:01:00,GLN,4,0,0,1
111650,13:29:00,13:29:00,CHI,5,0,0,1
111659,18:08:00,18:08:00,CHI,1,0,0,1
111659,18:31:00,18:32:00,GLN,2,0,0,1
111659,19:13:00,19:14:00,SVT,3,0,0,1
111659,19:27:00,19:28:00,MKA,4,0,0,1
111659,19:45:00,19:45:00,MKE,5,0,0,1
111662,20:35:00,20:35:00,MKE,1,0,0,1
111662,20:44:00,20:45:00,MKA,2,0,0,1
111662,20:57:00,20:58:00,SVT,3,0,0,1
111662,21:35:00,21:36:00,GLN,4,0,0,1
111662,22:04:00,22:04:00,CHI,5,0,0,1
112582,16:00:00,16:00:00,SFA,1,0,0,1
112582,32:59:00,32:59:00,LOR,2,0,0,1
112586,16:00:00,16:00:00,LOR,1,0,0,1
112586,32:59:00,32:59:00,SFA,2,0,0,1
112678,18:55:00,18:55:00,CHI,1,0,0,1
112678,19:13:00,19:14:00,LAG,2,0,0,1
112678,19:28:00,19:30:00,NPV,3,0,0,1
112678,19:53:00,19:54:00,PLO,4,0,0,1
112678,20:21:00,20:22:00,MDT,5,0,0,1
112678,20:43:00,20:44:00,PCT,6,0,0,1
112678,21:07:00,21:08:00,KEE,7,0,0,1
112678,21:41:00,21:43:00,GBB,8,0,0,1
112678,22:24:00,22:24:00,MAC,9,0,0,1
112678,23:17:00,23:17:00,QCY,10,0,0,1
113450,15:15:00,15:15:00,CHI,1,0,0,1
113450,16:29:00,16:31:00,NBU,2,0,0,1
113450,16:51:00,16:52:00,NLS,3,0,0,1
113450,17:24:00,17:26:00,KAL,4,0,0,1
113450,17:57:00,18:03:00,BTL,5,0,0,1
113450,18:53:00,18:55:00,JXN,6,0,0,1
113450,19:31:00,19:35:00,ARB,7,0,0,1
113450,20:09:00,20:11:00,DER,8,0,0,1
113450,20:40:00,20:44:00,DET,9,0,0,1
113450,21:04:00,21:05:00,ROY,10,0,0,1
113450,21:11:00,21:12:00,TRM,11,0,0,1
113450,21:29:00,21:29:00,PNT,12,0,0,1
113451,15:15:00,15:15:00,CHI,1,0,0,1
113451,16:29:00,16:31:00,NBU,2,0,0,1
113451,16:51:00,16:52:00,NLS,3,0,0,1
113451,17:24:00,17:26:00,KAL,4,0,0,1
113451,17:57:00,18:03:00,BTL,5,0,0,1
113451,18:53:00,18:55:00,JXN,6,0,0,1
113451,19:31:00,19:35:00,ARB,7,0,0,1
113451,20:09:00,20:11:00,DER,8,0,0,1
113451,20:40:00,20:44:00,DET,9,0,0,1
113451,21:04:00,21:05:00,ROY,10,0,0,1
113451,21:11:00,21:12:00,TRM,11,0,0,1
113451,21:29:00,21:29:00,PNT,12,0,0,1
114173,23:50:00,23:50:00,SFC,1,0,1,1
114173,24:25:00,24:25:00,EMY,2,0,0,1
114522,12:54:00,12:54:00,WIP,1,0,0,1
114522,13:11:00,13:11:00,WPS,2,0,0,1
114559,17:00:00,17:00:00,MTZ,1,0,0,1
114559,17:25:00,17:25:00,VAL,2,0,0,1
114559,18:20:00,18:20:00,PTC,3,0,0,1
114559,18:50:00,18:50:00,SRC,4,0,0,1
114559,19:10:00,19:10:00,CLV,5,0,0,1
114559,20:20:00,20:20:00,UKH,6,0,0,1
114559,20:50:00,20:50:00,WTS,7,0,0,1
114559,21:10:00,21:10:00,LTV,8,0,0,1
114559,21:30:00,21:30:00,LEG,9,0,0,1
114559,22:15:00,22:15:00,GBV,10,0,0,1
114559,23:00:00,23:00:00,FTA,11,0,0,1
114559,23:25:00,23:25:00,EKA,12,0,0,1
114559,23:40:00,23:40:00,ARC,13,0,0,1
114559,23:50:00,23:50:00,HSU,14,0,0,1
114561,9:50:00,9:50:00,HSU,1,0,0,1
114561,10:00:00,10:00:00,ARC,2,0,0,1
114561,10:20:00,10:20:00,EKA,3,0,0,1
114561,10:50:00,10:50:00,FTA,4,0,0,1
114561,11:45:00,11:45:00,GBV,5,0,0,1
114561,12:10:00,12:10:00,LEG,6,0,0,1
114561,12:40:00,12:40:00,LTV,7,0,0,1
114561,13:10:00,13:10:00,WTS,8,0,0,1
114561,14:20:00,14:20:00,UKH,9,0,0,1
